,2006-01-01T00:00:00-05,2007-01-01T00:00:00-05,2008-01-01T00:00:00-05,2009-01-01T00:00:00-05,2010-01-01T00:00:00-05,2011-01-01T00:00:00-05,2012-01-01T00:00:00-05,2013-01-01T00:00:00-05,2014-01-01T00:00:00-05,2015-01-01T00:00:00-05,2016-01-01T00:00:00-05,2017-01-01T00:00:00-05,2018-01-01T00:00:00-05
TH,0.39457488,0.42496008,0.41101623,0.4034069,0.43917802,0.45131984,0.46979207,0.45524135,0.44604912,0.50511515,0.49203944,0.43652663,0.4255853
TO,0.23690005,0.22983176,0.25294238,0.32254377,0.29465303,0.26923496,0.26563257,0.2669371,0.26445645,0.27810648,0.24548432,0.22849318,0.22936493
VU,0.19576903,0.19549195,0.2085085,0.27180377,0.44926754,0.33617312,0.27167726,0.230955,0.23297286,0.23911259,0.23976324,0.26319295,0.29421648
WF,0.38708812,0.48483914,0.4401483,0.38755375,0.4297315,0.47397634,0.29100853,0.3266709,0.3408251,0.37597275,0.37063098,0.5446026,0.55461425
AO,0.18359506,0.21280107,0.20811214,0.23287968,0.24020995,0.23264432,0.3056388,0.43866995,0.38657382,0.26118648,0.21127376,0.21654095,0.27473077
AR,0.5658226,0.51717484,0.57790774,0.62267107,0.7751858,0.75708646,0.74529845,0.73674214,0.74581826,0.7494533,0.72105557,0.7418017,0.72185826
BJ,0.17029135,0.17341408,0.18117939,0.16983347,0.20069525,0.21310246,0.3140176,0.21769823,0.23873925,0.20716333,0.28763616,0.31676003,0.32410055
BR,0.65183985,0.56208503,0.6035314,0.68834156,0.8582906,0.7721521,0.71321666,0.7157646,0.7150434,0.71102345,0.71167046,0.7096645,0.67798257
CM,0.16357729,0.15912801,0.15845427,0.15533872,0.16638231,0.18193273,0.15779501,0.15006901,0.21755297,0.15503389,0.19061124,0.17879103,0.22966978
CV,0.42315346,0.43818206,0.28238449,0.29960504,0.3713706,0.3322901,0.35948595,0.41186637,0.3277218,0.48123375,0.39673486,0.43015787,0.49217695
CN,0.69498354,0.80229455,0.9845945,0.9333578,0.9621709,1.1633365,1.2293061,1.2302299,1.2308831,1.2899477,1.2610666,1.3081387,1.3928814
CD,0.33780998,0.3233746,0.32983214,0.29823616,0.3293239,0.2836422,0.22619005,0.20056792,0.21799958,0.28144473,0.2732197,0.29356828,0.22993393
CG,0.15287659,0.14877297,0.14536753,0.18601337,0.3097466,0.19414449,0.22971924,0.31491184,0.35847375,0.34137863,0.26201582,0.24556608,0.29453844
CI,0.17393044,0.17413759,0.16037357,0.15766126,0.17356753,0.19894344,0.24194859,0.20442888,0.26879555,0.2793068,0.2417611,0.21379298,0.19748367
GQ,0.19769521,0.19764793,0.21669838,0.19995518,0.2012479,0.1859945,0.18669175,0.1706252,0.21015236,0.23840794,0.22142296,0.2721961,0.23684222
GA,0.17981108,0.17126589,0.15655681,0.14756474,0.14603728,0.16884018,0.1998264,0.21887873,0.18656608,0.16953686,0.20641713,0.24639538,0.22725114
GM,0.31775483,0.22397152,0.20475896,0.237153,0.24709336,0.2727332,0.17339674,0.16085075,0.1541612,0.1545752,0.24922124,0.26647055,0.2737839
GH,0.16415203,0.17022297,0.17454144,0.17872727,0.18529367,0.23406415,0.29867342,0.24318402,0.2954777,0.35836148,0.27279532,0.23825529,0.25066316
LR,0.33832568,0.1616211,0.147765,0.16038822,0.27351975,0.333633,0.22118801,0.18313392,0.18617558,0.25042444,0.32731473,0.24635978,0.24467316
MR,0.32539457,0.25376529,0.2338371,0.24905513,0.25171807,0.27911595,0.28529155,0.27760115,0.20894426,0.35838267,0.34098396,0.2502146,0.28639826
NAB,0.20301063,0.20163599,0.19322915,0.21501137,0.26052353,0.26432106,0.5043095,0.43516123,0.4115886,0.45264176,0.3441511,0.3642967,0.49222997
NL,0.33009538,0.35575882,0.4076702,0.36133018,0.3695051,0.4430318,0.43625018,0.42648256,0.40379015,0.41854993,0.4097788,0.4000025,0.3744463
NG,0.17670906,0.16895527,0.17357635,0.17368406,0.2053829,0.2762548,0.46152684,0.41641718,0.41252607,0.42216676,0.3651096,0.37061507,0.36512962
ST,0.24694932,0.2848095,0.31098372,0.52482057,0.39489612,0.24525937,0.2755286,0.32397443,0.40974674,0.41619605,0.25309172,0.2686859,0.25254357
SN,0.21207015,0.20992553,0.19784099,0.18907265,0.17464918,0.15371227,0.15846245,0.15631987,0.1575517,0.18247095,0.18601105,0.17752229,0.18233722
SL,0.3430628,0.1818857,0.14996712,0.16461724,0.32633224,0.331467,0.19714084,0.17728914,0.15802823,0.15388691,0.25217605,0.23014158,0.25039583
ZA,0.30090728,0.28542253,0.33126697,0.3563366,0.41386038,0.4914685,0.56165564,0.56498677,0.43645862,0.413646,0.36345366,0.38990486,0.40441927
TG,0.15886448,0.16167198,0.17794682,0.19817872,0.23500928,0.25475642,0.1825619,0.16113086,0.23552328,0.34291044,0.41167432,0.3721928,0.36150408
AE,0.34908864,0.4157906,0.41597468,0.43762022,0.4541732,0.48928016,0.5532412,0.59235215,0.5359858,0.50836927,0.51098436,0.5253012,0.50176805
AI,0.31871197,0.28400007,-999.0,-999.0,0.2946747,0.26974443,0.26281142,0.26239723,0.2582258,0.26325247,0.17870347,0.19411442,0.1928719
BS,0.46865833,0.42296115,0.4229436,0.4426425,0.47589132,0.5667305,0.5489511,0.49532375,0.49028665,0.4817841,0.40756977,0.43276513,0.45338914
VG,0.27527648,0.24248424,0.23128048,0.23638412,0.21214555,0.27769154,0.3008218,0.3015166,0.3009153,0.28692406,0.19251466,0.21462855,0.21221358
DM,0.20366749,0.20574877,0.23210454,0.24033819,0.2208703,0.20675123,0.18619983,0.18941632,0.18322933,0.17611606,0.16505012,0.20963173,0.18457016
GP,0.16259904,0.16442265,0.19095683,0.19446553,0.18089767,0.16504708,0.16340955,0.1511089,0.14293267,0.14210543,0.118322514,0.12576461,0.13249364
AN,0.13998754,0.12895547,0.15607268,0.19126679,0.21229462,0.19986185,0.21536458,0.20980474,0.18310161,0.14856422,0.124424934,0.13845421,0.14324595
KN,0.23532754,0.20489743,0.21629076,0.21755964,0.21741556,0.20126177,0.20611097,0.19406004,0.19380587,0.19154748,0.17602028,0.1994048,0.19849877
VI,0.24399234,0.23930001,0.32810315,0.3443927,0.33455324,0.3181038,0.29528636,0.29424977,0.29202428,0.27755973,0.2368375,0.2328415,0.21926908
AG,0.18080804,0.17463061,0.19737983,0.2024911,0.19175605,0.17831293,0.16371699,0.21206425,0.23957284,0.16905825,0.17776929,0.20798603,0.20834637
BB,0.15618707,0.16040607,0.18390097,0.20911765,0.19674693,0.20456226,0.24191722,0.25730258,0.22397359,0.18554486,0.15600948,0.17387943,0.18342347
GD,0.22150731,0.2054116,0.22820668,0.2408956,0.24924673,0.23832446,0.17742103,0.18762684,0.17944215,0.19122739,0.16132917,0.18507117,0.18552189
HT,0.24008608,0.21575463,0.28605267,0.27613974,0.24802467,0.24139231,0.2279574,0.25769818,0.25028428,0.21625844,0.24784534,0.24319394,0.2577106
JM,0.30654913,0.27694812,0.29698884,0.28862533,0.2845874,0.349389,0.2960845,0.3158784,0.31041154,0.3040206,0.27185497,0.26435697,0.2868914
MQ,0.15368421,0.15171792,0.16094424,0.15040566,0.14468454,0.14979431,0.15902975,0.1589242,0.15961094,0.17582226,0.16540354,0.15505509,0.15139277
LC,0.21964104,0.2019954,0.21797365,0.21581046,0.21578558,0.21260653,0.1999838,0.21250375,0.1991387,0.18187775,0.17001349,0.18744625,0.20021358
VC,0.21937877,0.21097836,0.23366627,0.24932574,0.2679615,0.25479677,0.19025996,0.19870201,0.1971439,0.21591999,0.1663928,0.18528134,0.18458302
TT,0.26133105,0.19542636,0.22162703,0.24932113,0.21626143,0.22237246,0.17722954,0.20790106,0.24669063,0.19027008,0.15052631,0.1652866,0.17133394
CL,0.34225363,0.34031957,0.34785393,0.34973392,0.37148342,0.39755228,0.3924089,0.39497772,0.40048465,0.44735807,0.43567026,0.38389078,0.4080527
CO,0.22528316,0.20156103,0.2090326,0.2294442,0.2372294,0.26942173,0.25074255,0.24096969,0.24737911,0.27842277,0.26280662,0.24671213,0.2486982
EC,0.28739208,0.24838556,0.26268172,0.25914806,0.27645835,0.30987823,0.23210433,0.24137314,0.20815313,0.22790031,0.23855512,0.24115996,0.23068398
GN,0.2472825,0.2170372,0.18365258,0.16834289,0.20947568,0.18066178,0.1714358,0.16454238,0.15292937,0.20014806,0.20775919,0.18843557,0.18111092
KW,0.5576595,0.5649274,0.6664353,0.6093867,0.60014343,0.8559932,0.6590544,0.66089094,0.8455926,1.2371687,0.67321557,0.62705135,0.5495559
OM,0.21577047,0.27787146,0.40267685,0.36974716,0.31726274,0.4216362,0.41055992,0.41743565,0.38828722,0.37921837,0.30095878,0.34250554,0.36077335
PK,0.30665788,0.3188223,0.32519668,0.29042795,0.29555714,0.32263458,0.26642823,0.26040062,0.27231038,0.28200573,0.28121865,0.32630202,0.35954744
PE,0.28655943,0.25355268,0.26413494,0.27450752,0.2834754,0.31854257,0.3126246,0.324182,0.30682322,0.34431764,0.32561448,0.31083876,0.34995198
QA,0.43415204,0.40557188,0.40030736,0.5586324,0.7206497,0.88664526,0.6597316,0.8850623,0.68807006,0.9807305,0.7644414,0.50385636,0.37664908
UY,0.51241684,0.48045394,0.5046247,0.5589285,0.76204336,0.6877985,0.61786336,0.644517,0.6312667,0.62907714,0.6645815,0.68264353,0.6636797
AW,0.2855548,0.28457525,0.2924421,0.2723568,0.27210036,0.2512393,0.30056828,0.3279431,0.27398792,0.28851235,0.26797554,0.2680786,0.26334527
CR,0.17995395,0.15061638,0.16841026,0.21581441,0.22022034,0.23069137,0.19726351,0.18757161,0.18852301,0.20001292,0.20428534,0.24638256,0.22683293
