,2006-01-01T00:00:00-05,2007-01-01T00:00:00-05,2008-01-01T00:00:00-05,2009-01-01T00:00:00-05,2010-01-01T00:00:00-05,2011-01-01T00:00:00-05,2012-01-01T00:00:00-05,2013-01-01T00:00:00-05,2014-01-01T00:00:00-05,2015-01-01T00:00:00-05,2016-01-01T00:00:00-05,2017-01-01T00:00:00-05,2018-01-01T00:00:00-05
LV,44.0,108.0,84.0,64.0,64.0,148.0,73.0,110.0,55.0,55.0,81.0,55.0,64.0
LT,44.0,124.0,96.0,55.0,55.0,132.0,65.0,128.0,64.0,73.0,62.0,63.0,239.0
MG,241.0,528.0,286.0,176.0,84.0,188.0,80.0,240.0,119.0,107.0,107.0,88.0,51.0
YT,78.0,200.0,16.0,76.0,89.0,204.0,79.0,122.0,110.0,127.0,82.0,66.0,39.0
MZ,228.0,320.0,190.0,172.0,223.0,556.0,245.0,772.0,391.0,379.0,226.0,157.0,147.0
NO,71.0,174.0,228.0,123.0,99.0,296.0,226.0,436.0,212.0,234.0,221.0,73.0,112.0
PL,110.0,232.0,138.0,317.0,372.0,690.0,213.0,470.0,295.0,241.0,347.0,329.0,463.0
RU,252.0,496.0,516.0,314.0,440.0,1246.0,780.0,1698.0,977.0,977.0,969.0,906.0,906.0
SD,191.0,392.0,334.0,134.0,133.0,204.0,55.0,206.0,101.0,102.0,178.0,85.0,38.0
SE,358.0,736.0,688.0,391.0,424.0,986.0,354.0,612.0,327.0,277.0,223.0,289.0,239.0
SY,131.0,292.0,420.0,85.0,107.0,212.0,94.0,168.0,75.0,99.0,66.0,137.0,102.0
VN,239.0,348.0,412.0,276.0,490.0,960.0,401.0,772.0,398.0,469.0,695.0,526.0,551.0
BZ,21.0,42.0,178.0,28.0,28.0,60.0,53.0,138.0,86.0,67.0,139.0,124.0,119.0
BM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BN,15.0,30.0,20.0,6.0,15.0,42.0,6.0,12.0,10.0,10.0,28.0,10.0,10.0
GE,28.0,42.0,42.0,28.0,55.0,56.0,15.0,42.0,21.0,21.0,21.0,28.0,28.0
RO,201.0,368.0,282.0,142.0,160.0,260.0,172.0,256.0,172.0,269.0,261.0,225.0,208.0
UA,145.0,378.0,382.0,182.0,196.0,466.0,332.0,606.0,313.0,408.0,316.0,343.0,354.0
KH,21.0,42.0,30.0,15.0,36.0,56.0,28.0,72.0,66.0,81.0,72.0,55.0,36.0
IS,30.0,60.0,60.0,30.0,30.0,64.0,31.0,78.0,39.0,32.0,32.0,31.0,27.0
GW,19.0,116.0,56.0,47.0,36.0,92.0,35.0,70.0,20.0,21.0,21.0,27.0,17.0
KY,3.0,6.0,0.0,1.0,1.0,18.0,9.0,18.0,9.0,9.0,6.0,6.0,6.0
SV,91.0,182.0,182.0,91.0,91.0,180.0,31.0,62.0,37.0,39.0,69.0,79.0,79.0
NI,91.0,182.0,182.0,91.0,97.0,146.0,20.0,54.0,27.0,41.0,35.0,44.0,44.0
GU,35.0,86.0,168.0,84.0,38.0,70.0,37.0,194.0,71.0,67.0,74.0,78.0,44.0
TZ,311.0,594.0,384.0,185.0,209.0,492.0,225.0,486.0,241.0,256.0,319.0,270.0,249.0
KM,24.0,48.0,12.0,47.0,62.0,134.0,67.0,116.0,58.0,61.0,60.0,18.0,21.0
SC,101.0,204.0,140.0,73.0,71.0,224.0,107.0,218.0,108.0,105.0,124.0,84.0,74.0
CK,1.0,2.0,20.0,6.0,8.0,10.0,12.0,34.0,10.0,10.0,10.0,6.0,6.0
ME,1.0,2.0,12.0,14.0,55.0,38.0,6.0,6.0,5.0,10.0,15.0,10.0,10.0
FO,21.0,42.0,42.0,21.0,21.0,42.0,20.0,56.0,21.0,15.0,15.0,15.0,15.0
GL,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
ER,29.0,60.0,6.0,15.0,-999.0,-999.0,15.0,-999.0,1.0,1.0,1.0,1.0,3.0
SO,33.0,70.0,64.0,37.0,40.0,82.0,0.0,20.0,15.0,11.0,43.0,70.0,48.0
TC,1.0,2.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
FM,26.0,66.0,56.0,28.0,28.0,20.0,9.0,20.0,10.0,10.0,10.0,10.0,39.0
MP,21.0,56.0,56.0,28.0,28.0,50.0,23.0,56.0,28.0,28.0,68.0,72.0,39.0
PW,21.0,56.0,56.0,28.0,28.0,50.0,15.0,30.0,15.0,15.0,21.0,21.0,21.0
IQ,3.0,10.0,54.0,15.0,20.0,48.0,14.0,28.0,12.0,14.0,33.0,121.0,170.0
KP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
MS,-999.0,56.0,-999.0,-999.0,21.0,-999.0,-999.0,72.0,55.0,55.0,103.0,91.0,91.0
PY,-999.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
KI,-999.0,-999.0,56.0,35.0,50.0,132.0,108.0,214.0,83.0,59.0,77.0,50.0,50.0
TV,-999.0,-999.0,20.0,14.0,13.0,20.0,36.0,72.0,36.0,21.0,21.0,6.0,6.0
FK,-999.0,-999.0,-999.0,1.0,1.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
NR,-999.0,-999.0,-999.0,-999.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0
NU,-999.0,-999.0,-999.0,-999.0,3.0,6.0,3.0,6.0,-999.0,-999.0,-999.0,-999.0,-999.0
BQ,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,91.0,182.0,91.0,78.0,90.0,10.0,73.0
MD,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CX,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.0,3.0,3.0,3.0,3.0
